,A1,A19,A6,A14,A11,A18,A12,A8,A4,A3,A7,A15,A9,A10,A17,A13,A2,A16,A5,A20,A21
162,0.0,0.0,0.0,2.0,3.0,2.0,2.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,2
163,3.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
164,1.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,3.0,-0.0,1.0,1.0,-0.0,0.0,2
165,1.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,-0.0,1.0,1.0,-0.0,1.0,1
166,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,7.0,3.0,1.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,2
167,3.0,1.0,4.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,2
168,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
169,0.0,0.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,0.0,2.0,1.0,-0.0,2.0,-0.0,0.0,1
170,3.0,1.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,0.0,2.0,0.0,3.0,-0.0,1.0,2.0,-0.0,0.0,1
171,0.0,0.0,0.0,2.0,4.0,1.0,0.0,4.0,0.0,4.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,1
172,3.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,9.0,3.0,1.0,1.0,0.0,0.0,2.0,-0.0,1.0,2.0,1.0,0.0,2
173,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,9.0,3.0,2.0,1.0,0.0,0.0,3.0,-0.0,1.0,2.0,1.0,0.0,2
174,0.0,0.0,4.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,-0.0,0.0,2
175,3.0,1.0,3.0,2.0,4.0,1.0,0.0,4.0,3.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
176,1.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,0.0,4.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,2
177,3.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
178,1.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,-0.0,0.0,1
179,0.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0,3.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
180,1.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
181,3.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,9.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,3.0,1.0,0.0,2
182,1.0,0.0,1.0,2.0,4.0,2.0,3.0,4.0,9.0,0.0,3.0,2.0,2.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,2
183,1.0,1.0,0.0,2.0,2.0,2.0,2.0,4.0,9.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2
184,3.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,4.0,2.0,3.0,0.0,3.0,0.0,2.0,-0.0,-0.0,1.0,-0.0,0.0,1
185,1.0,0.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
186,1.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,7.0,4.0,4.0,1.0,1.0,0.0,3.0,-0.0,1.0,2.0,-0.0,0.0,2
187,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,0.0,2.0,-0.0,-0.0,2.0,-0.0,0.0,1
188,1.0,0.0,1.0,0.0,4.0,1.0,2.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,-0.0,1.0,4.0,-0.0,0.0,2
189,1.0,1.0,4.0,0.0,4.0,1.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
190,1.0,1.0,0.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,2
191,3.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,7.0,4.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,1
192,0.0,0.0,0.0,2.0,3.0,1.0,0.0,4.0,0.0,2.0,2.0,1.0,3.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,1
193,3.0,0.0,0.0,2.0,4.0,1.0,2.0,3.0,9.0,3.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,1.0,0.0,1
194,0.0,0.0,0.0,2.0,4.0,1.0,1.0,4.0,8.0,2.0,3.0,0.0,3.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
195,3.0,0.0,0.0,2.0,1.0,2.0,0.0,4.0,0.0,4.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,-0.0,0.0,1
196,0.0,1.0,0.0,2.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,2.0,2.0,0.0,3.0,1.0,1.0,3.0,1.0,0.0,1
197,3.0,1.0,0.0,2.0,4.0,1.0,0.0,4.0,3.0,4.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,-0.0,0.0,1
198,1.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,5.0,4.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
199,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,9.0,2.0,2.0,1.0,3.0,0.0,1.0,-0.0,1.0,1.0,1.0,0.0,1
200,3.0,0.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,1.0,1
201,3.0,0.0,4.0,2.0,2.0,2.0,0.0,1.0,4.0,4.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
202,3.0,1.0,4.0,2.0,4.0,1.0,0.0,2.0,4.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,1
203,0.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,9.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,2
204,2.0,1.0,0.0,2.0,4.0,1.0,0.0,4.0,9.0,3.0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,-0.0,0.0,2
205,3.0,1.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
206,1.0,0.0,4.0,2.0,3.0,1.0,1.0,1.0,8.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0,-0.0,2.0,-0.0,0.0,1
207,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,9.0,0.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
208,2.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,4.0,2.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,1.0,0.0,1
209,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,1
210,3.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
211,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,-0.0,1.0,1.0,-0.0,0.0,1
212,0.0,1.0,4.0,0.0,4.0,1.0,1.0,4.0,7.0,2.0,2.0,0.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
213,3.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,4.0,2.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
214,3.0,1.0,4.0,2.0,4.0,2.0,0.0,4.0,9.0,3.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
215,3.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,1.0,0.0,1
216,3.0,0.0,0.0,2.0,2.0,1.0,2.0,4.0,6.0,0.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
217,1.0,1.0,3.0,0.0,2.0,1.0,3.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,-0.0,1.0,2.0,1.0,0.0,2
218,0.0,1.0,0.0,2.0,4.0,1.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,2
219,3.0,0.0,0.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
220,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
221,2.0,0.0,0.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,1.0,0.0,2
222,3.0,0.0,2.0,2.0,4.0,1.0,3.0,2.0,0.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,1
223,3.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
224,1.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,-0.0,1.0,1.0,-0.0,0.0,1
225,3.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,4.0,4.0,3.0,1.0,2.0,0.0,1.0,1.0,-0.0,3.0,-0.0,0.0,1
226,0.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,0.0,1.0,2.0,0.0,3.0,-0.0,1.0,1.0,-0.0,0.0,2
227,1.0,0.0,1.0,0.0,2.0,1.0,2.0,4.0,9.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,-0.0,0.0,2
228,3.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,1
229,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
230,0.0,0.0,4.0,0.0,2.0,1.0,2.0,4.0,0.0,2.0,4.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
231,3.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,-0.0,1.0,-0.0,0.0,1
232,0.0,0.0,0.0,2.0,4.0,2.0,3.0,3.0,1.0,0.0,4.0,2.0,2.0,0.0,2.0,-0.0,1.0,2.0,1.0,0.0,2
233,3.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,9.0,4.0,2.0,1.0,1.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
234,3.0,0.0,2.0,2.0,3.0,2.0,0.0,4.0,8.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,1
235,3.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,9.0,2.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
236,3.0,0.0,0.0,2.0,4.0,1.0,0.0,4.0,4.0,4.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,-0.0,0.0,1
237,3.0,0.0,1.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,-0.0,1.0,-0.0,1.0,1
238,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
239,3.0,0.0,0.0,2.0,4.0,1.0,0.0,3.0,4.0,2.0,0.0,0.0,1.0,1.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
240,0.0,1.0,3.0,2.0,4.0,1.0,0.0,3.0,0.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0,-0.0,2.0,-0.0,0.0,1
241,2.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,1
242,1.0,0.0,0.0,0.0,2.0,1.0,3.0,4.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
243,3.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1
244,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
245,3.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,4.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,-0.0,0.0,1
246,0.0,0.0,0.0,2.0,1.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,0.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
247,3.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
248,3.0,0.0,1.0,2.0,4.0,1.0,0.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,-0.0,0.0,1
249,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
250,0.0,0.0,0.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
251,0.0,1.0,0.0,2.0,4.0,1.0,3.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,3.0,1.0,1.0,3.0,1.0,0.0,1
252,3.0,0.0,0.0,0.0,4.0,1.0,3.0,2.0,7.0,4.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,-0.0,0.0,1
253,3.0,0.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,4.0,4.0,1.0,2.0,0.0,1.0,-0.0,1.0,2.0,-0.0,1.0,1
254,1.0,0.0,0.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,2
255,3.0,0.0,4.0,2.0,4.0,1.0,0.0,4.0,9.0,4.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1
256,3.0,1.0,0.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
257,0.0,1.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,2
258,3.0,0.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
259,3.0,0.0,4.0,2.0,3.0,1.0,1.0,4.0,0.0,2.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,1.0,1
260,3.0,1.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,4.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
261,1.0,0.0,0.0,2.0,4.0,1.0,0.0,4.0,4.0,2.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,2
262,3.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,4.0,2.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
263,3.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
264,0.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,1
265,3.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,-0.0,-0.0,1.0,1.0,0.0,2
266,3.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,2.0,0.0,2.0,0.0,3.0,-0.0,1.0,1.0,-0.0,0.0,1
267,3.0,1.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0,4.0,4.0,0.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
268,3.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
269,2.0,0.0,4.0,0.0,4.0,1.0,2.0,4.0,4.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,1
270,3.0,0.0,4.0,2.0,4.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
271,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
272,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1
273,0.0,0.0,0.0,2.0,3.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,1.0,0.0,1
274,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,0.0,2.0,2.0,0.0,3.0,-0.0,1.0,1.0,1.0,0.0,1
275,1.0,1.0,0.0,2.0,4.0,1.0,0.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,-0.0,0.0,1
276,0.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,4.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,2
277,3.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,9.0,2.0,2.0,1.0,3.0,0.0,2.0,-0.0,1.0,1.0,-0.0,1.0,1
278,1.0,1.0,0.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,3.0,-0.0,1.0,1.0,1.0,0.0,2
279,0.0,1.0,0.0,2.0,4.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,1
280,2.0,0.0,0.0,2.0,4.0,1.0,3.0,4.0,1.0,4.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1
281,3.0,0.0,4.0,0.0,2.0,2.0,2.0,4.0,9.0,4.0,4.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,1
282,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,1.0,0.0,2
283,3.0,0.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,-0.0,1.0,1.0,1.0,0.0,1
284,3.0,0.0,4.0,2.0,2.0,1.0,1.0,4.0,0.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1
285,3.0,1.0,0.0,2.0,4.0,1.0,0.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
286,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
287,3.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.0,1.0,-0.0,0.0,1
288,1.0,1.0,0.0,2.0,1.0,1.0,2.0,4.0,4.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,2
289,2.0,0.0,4.0,0.0,2.0,2.0,0.0,4.0,0.0,4.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,-0.0,0.0,2
290,0.0,1.0,0.0,2.0,3.0,1.0,1.0,4.0,0.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,-0.0,0.0,1
291,3.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,0.0,4.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2
292,3.0,0.0,3.0,2.0,2.0,1.0,0.0,4.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,-0.0,-0.0,1.0,-0.0,0.0,1
293,3.0,0.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,-0.0,1.0,1.0,1.0,0.0,1
294,0.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,2
295,1.0,0.0,0.0,2.0,4.0,1.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
296,1.0,0.0,0.0,2.0,4.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0,3.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,1
297,1.0,1.0,4.0,0.0,4.0,1.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
298,3.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,1.0,0.0,1
299,2.0,0.0,0.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
300,1.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,3.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,2
301,2.0,0.0,4.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,1
302,0.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
303,0.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,-0.0,0.0,1
304,1.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1
305,3.0,0.0,0.0,2.0,2.0,1.0,2.0,4.0,7.0,4.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
306,0.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,0.0,1.0,-0.0,1.0,2.0,-0.0,0.0,1
307,1.0,0.0,0.0,2.0,2.0,1.0,2.0,4.0,0.0,4.0,0.0,1.0,3.0,0.0,3.0,-0.0,1.0,2.0,1.0,0.0,2
308,0.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
309,0.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,3.0,-0.0,1.0,1.0,-0.0,0.0,1
310,0.0,0.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
311,3.0,0.0,0.0,2.0,3.0,1.0,0.0,4.0,0.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,1
312,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,4.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,-0.0,1.0,1
313,3.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,3.0,4.0,4.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1
314,3.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,0.0,2.0,3.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
315,2.0,0.0,0.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,1.0,0.0,1
316,1.0,0.0,0.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0,0.0,2.0,-0.0,-0.0,1.0,-0.0,0.0,1
317,3.0,0.0,1.0,2.0,2.0,1.0,0.0,4.0,7.0,4.0,2.0,1.0,1.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,2
318,0.0,0.0,0.0,0.0,4.0,2.0,3.0,3.0,3.0,0.0,4.0,0.0,2.0,0.0,2.0,-0.0,1.0,2.0,1.0,0.0,2
319,0.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,3.0,1.0,-0.0,1.0,-0.0,0.0,2
320,1.0,0.0,0.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,-0.0,1.0,1.0,-0.0,0.0,1
321,0.0,0.0,4.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,2.0,0.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
322,0.0,0.0,0.0,2.0,4.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,1.0,0.0,1
323,1.0,0.0,0.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,1
324,1.0,1.0,0.0,2.0,4.0,1.0,3.0,2.0,7.0,4.0,1.0,2.0,1.0,0.0,2.0,-0.0,1.0,2.0,1.0,0.0,1
